Reviews,Pos Office Branch,User,Reviews,Rate,tanggal_review
secutiry area parkir santidakt ramah soke jago ngomongnya kasar  rasa paling penting kerja cuma duduk pos ntidaktur parkir dentidakn benar  kalau ssaja tidak mikir panjang ku sajak kelahi tu security goblokekk  untuk bintang kalau 0 ku pilih 0,kantor pos banjarmasin,si amang,"secutiry yang diarea parkir sangat tidak ramah sok jagoan ngomongnya kasar , merasa paling penting dan kerjanya cuma duduk dipos ga ngatur parkiran dengan benar ,, kalau saja saya tidak mikir panjang ku ajak kelahi tu security goblokkk ...
untuk bintang kalau ada 0 ku pilih 0",1,2024-08-11
tempat nyaman ruang tunggu nya luas layan cepat cuma saran penjatidak lokeet untuk sedikit lebih ramah mentidakondisikan perilaku ada pelangtidakn jantidakn perilaku penjatidak lokeet kadang over puntuk kesan kurang baik hadap pelangtidakn  ,kantor pos banjarmasin,anisa nisa,"tempatnya nyaman, ruang tunggu nya luas. pelayanan cepat, cuma saya saran penjaga loket tolong untuk sedikit lebih ramah dan mengkondisikan perilaku saat ada pelanggan, jangan sampai perilaku penjaga loket yg kadang over itu membuat kesan yg kurang baik di hadapan para pelanggan 🙏 …",5,2024-08-11
mau buka jam berapa sih udah jam 8 38 kunci padahal jelas jelas tulis jam buka 7 30 pasang depan buang buang waktu,kantor pos banjarmasin,fahmi eris,mau buka jam berapa sih? udah jam 8.38 masih dikunci. padahal jelas jelas tulisan jam buka 7.30 dipasang di depan. buang buang waktu,1,2021-08-11
layan oke ruantidakn bersih mau bayar2 mau kirim surat barang smua2 d kantor pos,kantor pos banjarmasin,enni triastuti,"pelayanan ok,ruangan bersih,mau bayar2 ,mau kirim surat atau barang,smua2 bisa d kantor pos",5,2024-09-11
sebatidaki saran  masuk pihak bagi blt petutidaks kantor pos depan atidakr pihak keluartidak anak kandung terima blt luar kk beri mudah wakil meambilkan blt dentidakn syarat tentu laku lampir surat kuasa ktp kk asli terima  wakil terima blt,kantor pos banjarmasin,varisha handmade,"sebagai saran & masukkan untuk pihak pembagian blt dari petugas kantor pos, kedepannya agar pihak keluarga atau anak kandung penerima blt diluar kk bisa diberikan kemudahan mewakili meambilkan blt dengan syarat ketentuan berlaku seperti melampirkan surat kuasa, ktp/kk asli penerima & wakil yg menerima blt",2,2024-08-11
panjang sim pilih antar lewat pos notifikasi ktanya tidaktidakl antar alamat lentidakap suruh ambil sendiri manipulatif banget pdhl karenaa pada malas antar saja alamt ditls lentidakap selentidakap2nya mana bayar lg sick,kantor pos banjarmasin,n.imania,perpanjang sim pilih antar lewat pos. di notifikasi ktanya gagal diantar karena alamat tidak lengkap dan disuruh ambil sendiri. manipulatif bgt! pdhl ya krna mereka pada malas antar aja. alamt yg ditls sdh lengkap selengkap2nya. mana udh bayar lg. sick,1,2023-08-11
semotidak layan dikantorpos makin baik atidakr lebih nyaman nasabah transaksi ,kantor pos banjarmasin,eko purnama,"semoga pelayanan dikantorpos semakin baik,agar lebih menyamankan nasabah bertransaksi👍 …",5,2024-09-11
hati lah pentidakmbilan tidakji kantor pos ini layan kantor pos utama bagi pentidakmbilan tidakji pensiun percaya dentidakn pelanyanannya jadi hitung tempat nyata uang kurang 200rb saran lebih cek kembali hitung,kantor pos banjarmasin,siskanelly karyawati,"berhati-hati lah dalam pengambilan gaji dikantor pos ini, karena pelayanan kantor pos terutama dibagian pengambilan gaji pensiunan, karena percaya aja dengan pelanyanannya, jadi gak menghitung ditempat.. ternyata uangnya kurang sampai 200rb
saran saya lebih dicek kembali, dihitung kembali",1,2023-08-11
wah sekarang kantor pos layan ny makin bagus baik ramah konsumen dan layan santidakt cepat tangtidakp proses kirim jutidak nyata lebih cepat dari kirim lain mantap lah kantor pos,kantor pos banjarmasin,akhmad aza,"wah sekarang kantor pos pelayanan ny makin bagus, baik, dan ramah terhadap konsumen
dan pelayanan sangat cepat tanggap,
proses pengiriman juga ternyata lebih cepat dri pengiriman yg lain, mantap lah buat kantor pos👍🏻",5,2023-08-11
kata buka jam 07 30 fakta petutidaksnya datang baru operasional jam 08 00 info tutup jam 20 00 layan pindah bagi bawah khusus paket ssaja beli benda pos materai disiaplikasian nota,kantor pos banjarmasin,abdul aziz al banjary,"katanya buka jam 07:30, faktanya petugasnya belum datang dan baru operasional jam 08:00

infonya tutup jam 20:00, tapi pelayanan pindah bagian bawah (khusus paket saja). pembelian benda pos (materai) tidak disiapkan nota.",1,2023-08-11
layan publik koke cantum nomer layan telepon lama diri ada maju layan masyarakat kalah jauh dentidakn layan ekspedisi spt jne jnt dll paket udah pun dikonfirm pelangtidakn cari2 info brg diantar2 memang sdm bumn sptnya banyak kurang totalitas kerja,kantor pos banjarmasin,t w,"layanan publik kok tidak mencantumkan nomer layanan telepon. sudah lama berdiri tidak ada kemajuan layanan masyarakat. kalah jauh dengan layanan ekspedisi spt jne,jnt, dll. paket udah sampai pun tidak dikonfirm, sampai pelanggan yg cari2 infonya kenapa brg tidak diantar2. memang sdm bumn sptnya banyak yg kurang totalitas dalam bekerja.",1,2021-08-11
makin baik lebih cepat  top deh ,kantor pos banjarmasin,deedii jun,semakin baik dan lebih cepat 👍👍👍 top deh …,5,2024-08-11
layan ramah tanya barang malah jawab tidak ada langsung padahal kirim barang sudah 3 bulan lebih tidak antar rumah saya di ambil kantor pos nya malah jawab tidak ramah -,kantor pos banjarmasin,biji meledak,"pelayanan tidak ramah, saya bertanya tentang barang saya malah di jawab ""tidak ada²"" secara langsung. padahal pengiriman barang saya sudah 3 bulan lebih tapi tidak di antar ke rumah saya, saat di ambil ke kantor pos nya malah dapat jawaban yang tidak ramah_-",1,2022-08-11
barang kirim alamat rumah bayar rumah suruh ambil ke kantor post alas pentidakntaran maksimal jam 12 siang biaya makin mahal layan santidakt kecewa bila layan tdk ditintidakatkan yakin postindonesia ancam bantidakrut makin bnyk saintidakn swasta selalu baik layan semotidak baca manajemen postindonesia,kantor pos banjarmasin,fauzi,"barang dikirim dialamatkan ke rumah,bayar sampai ke rumah, disuruh ambil ke kantor post,.!!!
alasannya krn pengantaran maksimal jam 12 siang,????!!
biaya makin mahal pelayanan sangat mengecewakan,
bila pelayanan tdk ditingkatkan saya yakin postindonesia terancam bangkrut krn semakin bnyk saingan swasta yg selalu memperbaiki layanan,
""semoga dibaca oleh manajemen postindonesia""",1,2018-08-11
kirim barang jogja sejak tangtidakl 26 april tangtidakl 4 mei 2018 status barang di antar kertak baru hari tangtidakl 8 mei 2018 tdk input kertak baru tunjuk posisi barang kecewa bikin jeraaaaa,kantor pos banjarmasin,hafizhah,kirim barang dr jogja sejak tanggal 26 april. tanggal 4 mei 2018 status barang sudah di antar ke kertak baru. sampai hari ini tanggal 8 mei 2018 tdk ada input dr kertak baru yg menunjukkan dimana posisi barang. mengecewakan. bikin jeraaaaa,1,2018-08-11
bayar parkir andai free kalau kfc nya bayar parkir okee lah pos jadi ikut2an bayar parkir jutidak cuma bentar ah jnt jne biasa bayar wkwk  kalau olshop terus kirim pke pos nomboke uang parkir terus ,kantor pos banjarmasin,syarifah syifa fauzia syahab,bayar parkir. andai free. kalau kfc nya yang bayar parkir oke lah. tapi pos jadi ikut2an harus bayar parkir juga. cuma bentar ah. ke jnt jne saya biasa gk bayar wkwk 😄 kalau kita olshop trs kirim pke pos  harus nombok uang parkir trs.. …,2,2019-08-11
kantor pos pusat beri layan kirim barang jasa bayar berbatidaki macam tagih lokeasinya atas kfc mudah capai persis tentidakh tentidakh pusat kota pentidakmbilan barang jutidak laku sini,kantor pos banjarmasin,elka kael,"kantor pos pusat yang memberikan layanan pengiriman barang dan jasa pembayaran berbagai macam tagihan, lokasinya diatas kfc dan mudah dicapai karena persis di tengah tengah pusat kota, pengambilan barang juga dilakukan disini",5,2017-08-11
batidakimana mau saing dentidakn ekspedisi lain kalau parkir nya bayar sedantidakan tempat ekspedisi lain gratis bahkan jne tik dijatidak satpam tintidakatkan dong layan,kantor pos banjarmasin,faisal rifani,bagaimana mau bersaing dengan ekspedisi yg lain kalau parkir nya aja bayar. sedangkan di tempat ekspedisi yg lain gratis bahkan seperti jne dan tiki dijaga oleh satpam... tingkatkan lagi dong pelayanannya....,1,2020-08-11
barang kirim madiun banjarmasin pos kilat ditangtidakl sama 28 januari 2020 sampai sekarang tgl 3 februari 2020 antar antar padahal 6 hari banjarmasin kapoke kaya pake pos mending swasta sekali kali kalo mo onlineshop lagi ,kantor pos banjarmasin,simbok lala,barang dikirim dari madiun ke banjarmasin pos kilat ditanggal yg sama 28 januari 2020...sampai sekarang tgl 3 februari 2020 belum diantar antar padahal sudah 6 hari di banjarmasin... kapok kayanya pake pos..mending swasta sekalian lain kali kalo mo onlineshop lagi👎👎👎👎👎👎 …,1,2020-08-11
masuk kesni lgsg bayar tunai parkir pelayaanan front office nya ramah lumayan cepat nomer antri msh manual sistem panggil kalau barang tdk bisa lgsg bagi belakang gedung bagi pentidakntaran,kantor pos banjarmasin,anyyy fitri,"masuk kesni lgsg bayar tunai parkirnya,, pelayaanan front office nya ramah, lumayan cepat, nomer antrian msh manual sistem panggil, kalau barang tdk ada bisa lgsg ke bagian belakang gedung, di bagian pengantaran",3,2019-08-11
layan nya cepat antri parkir cukup luas,kantor pos banjarmasin,suka zuki,"pelayanan nya cepat, tidak antri, parkiran cukup luas.",4,2019-08-11
layan front office meja depan lebih baik dibandintidakan rata kantor pos lebih kecil se kalimantan selatan layan ramah satpam cepat tangtidakp santidakt bantu masalah lambat kirim dll seperti salah sistem kantor pos se indonesia sendiri bukan khusus wilayah banjarmasin,kantor pos banjarmasin,arief madihin,"secara pelayanan front office (meja depan) sudah lebih baik jika dibandingkan rata-rata kantor pos yang lebih kecil se kalimantan selatan. pelayanan ramah dan satpam yang cepat tanggap sangat membantu. untuk masalah keterlambatan pengiriman dll, itu sepertinya kesalahan sistem dari kantor pos se indonesia sendiri, bukan khusus utk wilayah banjarmasin",4,2019-08-11
layan santidakt baik ramah cs ny jutidak tidaknteng2 slebew semantidakt terus buar karyawan lokeet pos,kantor pos banjarmasin,yunan aza,"pelayanan sangat baik dan ramah, cs ny juga ganteng2 slebew
semangat terus buar karyawan loket pos",5,2023-08-11
masa hari sabtu kantor pos besar pusat tutup harus layan kirim buka donk jawa buka terus masa kalimantan sabtu tutup saran kalau hari sabtu tetap buka  minggu buka 1 5hari,kantor pos banjarmasin,vierry piaggio,"masa hari sabtu kantor pos besar (pusat) tutup, harusnya pelayanan pengiriman buka donk di jawa aja buka terus masa di kalimantan sabtu tutup, saran kalau hari sabtu tetap buka & minggu buka 1/5hari aja",1,2017-08-11
barang ku kirim tidak no telpon di hubung kantor pos,kantor pos banjarmasin,idar ida,"kenapa barang ku belum dikirim, kenapa tidak ada no telpon bisa di hubungi dikantor pos",5,2024-08-11
layan santidakt muas kantor pos banjarmasin mantap,kantor pos banjarmasin,alpian ian,pelayanan sangat memuaskan.... kantor pos banjarmasin mantap,5,2024-09-11
kantor buka outlet tidakdai emas  cicil emas sini,kantor pos banjarmasin,putri mainy,kantor saya membuka outlet gadai emas & cicil emas disini,5,2019-08-11
karyawannya banyak ntidak di tempat kecewa,kantor pos banjarmasin,muhammad sarbani,karyawannya banyak yg nga ada di tempat...mengecewakan..,1,2024-10-11
kfc kantor pos banjarmasin kecewa saat minta dada kata nya tidak bikin lagi tp antri lewat nyata lagi sungguh kecewa,kantor pos banjarmasin,hendrik gunawan,"untuk kfc kantor pos banjarmasin saya kecewa karena saat minta dada kata nya sudah tidak membikin lagi, tp setelah antrian lewat ternyata ada lagi.  saya sungguh kecewa",1,2019-08-11
kantor pos sekarang makin erti ingin konsumen layan baik pokeonya,kantor pos banjarmasin,argiansyah argian,"kantor pos sekarang semakin mengerti keinginan konsumennya, pelayanan terbaiklah pokonya❤️",5,2023-08-11
layan nya santidakt muas barang dari tangtidakl 5 mei kirim sekarang ada kabar,kantor pos banjarmasin,andri andri,pelayanan nya sangat tidak memuaskan!!! barang saya dari tanggal 5 mei dikirim sampai sekarang belum ada kabar,1,2020-08-11
ngirim surat pos besar kagum sama petidakwai nya ngetik keyboard nya tatap muka cepet ngetik nya sopan petidakwai bumn mantep banget dah,kantor pos banjarmasin,abdu rofi,"ngirim surat di pos besar kagum sama pegawai nya ngetik keyboard nya sambil tatap muka cepet ngetik nya dan sopan, pegawai bumn mantep bgt dah.",5,2020-08-11
belanja ecommerce pakai kantor pos  selalu cepat banget banding expedisi tetangtidak hehehe,kantor pos banjarmasin,dina spt,setiap belanja ecommerce pakai kantor pos . selalu cepat bgt di banding expedisi tetangga hehehe,5,2024-08-11
layan ramah jaya terus kantor pos banjarmasin,kantor pos banjarmasin,dewinu85,pelayanan ramah..jaya terus kantor pos banjarmasin,5,2024-09-11
ektp isteri bom hitung sejak tangtidakl 28 agustus 2020 cetak di kantor camat banjarmasin baratsampai tangtidakl 05 september bom sampai rumah,kantor pos banjarmasin,aby faqih,kenapa ektp isteri saya belom sampai sampai terhitung sejak tanggal 28 agustus 2020 sudah di cetak di kantor camat banjarmasin baratsampai tanggal 05 september belom sampai kerumah???????,1,2021-08-11
cetak resi pakai kertas bekas karyawan laki2 gondariong ada sopan santun udah tau salah,kantor pos banjarmasin,mahatir nasuha,"cetak resi pakai kertas bekas, karyawan laki2 yg gondrong gk ada sopan santun udah tau salah",2,2022-08-11
kak paket dentidakn nomer resi sutikno13 apa ada situ,kantor pos banjarmasin,sutikno 92,kak paket dengan nomer resi: sutikno13 apa masih ada di situ,5,2024-08-11
kantor pos besar kota banjarmasin sekitar sana dapat kfc starbuck richeese,kantor pos banjarmasin,norfa yulina j (ova),"kantor pos besar kota banjarmasin, di sekitar sana terdapat kfc, starbuck dan richeese",5,2024-08-11
kantor layan pt pos indonesia santidakt strategis menyenantidakan,kantor pos banjarmasin,zay borneo,kantor pelayanan pt.pos indonesia yang sangat strategis dan menyenangkan,5,2024-09-11
sumpah petidakwai nya baik2 banget  berkas ku salah dan dentidakn ramah boleh baik berkas yang salah  semotidak rezeki nya lancar terus aamiin  ,kantor pos banjarmasin,sesiliana ina gorang,sumpah pegawai nya baik2 bgt 😭 berkas ku ada yang salah ..dan mereka dengan ramahnya membolehkan memperbaiki berkas yg salah .. semoga rezeki nya lancar terus.. aamiin 🙇🏻🙇🏻🙏 …,5,2020-08-11
cs slow respon bahkan ujung2nya balas lambat lambat chat pelangtidakn balas atidakr jelas apa guna nomor wa cs mohon benah sdm nya ,kantor pos banjarmasin,my laundry,"cs slow respon bahkan ujung2nya ga dibalas, selambat lambatnya tolong chat pelanggan dibalas agar ada kejelasan. apa gunanya ada nomor wa dan cs. mohon berbenah untuk sdm nya🙏🏻 …",1,2022-08-11
pos sekarang pickup service yaa mantapb  semotidak di tintidakatkan kerja ,kantor pos banjarmasin,dzan dzan,"pos sekarang bisa pickup service yaa. mantabb 👍🏼👍🏼
semoga bisa di tingkatkan lagi kinerjanya …",5,2022-08-11
alhamdulillah layan nya baik mas nya jutidak sopan ramah and good lookeing  kirim datang nya cepat ,kantor pos banjarmasin,zainatus soraya,"""alhamdulillah pelayanan nya baik mas nya juga sopan, ramah and good looking 🥰 dan kiriman saya datang nya cepat"" …",5,2020-08-11
urus letidaklisir berkas petutidaksnya santidakt ramah enak sajak ngobrol,kantor pos banjarmasin,della agustina,untuk pengurusan legalisir berkas petugasnya sangat ramah dan enak diajak ngobrol.,5,2022-08-11
mentidakmbil surat paket yang belum ke alamat  tanya mentidakmbilnya bagi pentidakntaran gedung belakang,kantor pos banjarmasin,heru,"bagi yang ingin mengambil surat atau paket yg belum sampai ke alamat , bisa menanyakan atau mengambilnya di bagian pengantaran di gedung belakang",4,2018-08-11
layan kurang ramah semotidak karyawannya bsa lebih baik dlm beri layan,kantor pos banjarmasin,nur hamidah,"pelayan kurang ramah, semoga karyawannya bsa lebih baik lagi dlm memberikan pelayanan",1,2023-08-11
kirim cepat layan ramah,kantor pos banjarmasin,nadia nad,"pengiriman cepat, dan pelayanannya ramah",5,2024-09-11
beli pesan jatidak antar ke rumah pasti suruh ambil benci dah sama kantor pos,kantor pos banjarmasin,khalqiannur “amang amun”,"setiap membeli pesanan pasti jaga di antar sampai ke rumah,pasti di suruh ambil,benci dah sama kantor pos",1,2016-08-11
